Latitude,Longitude,Settlement,Object_name,Tittle,Instagram,Facebook,Official_site,Begin_date,End_date,Link_photo_1,Link_photo_2,Link_photo_3
51.80206134,31.08823007,с-ще Ріпки,"Студія ""Молодіжний простір""","10-14 червня відбувся другий молодіжний обмін програми «ВідНОВА:UA» у селищі Ріпки, Чернігівської області.",https://www.instagram.com/p/C8cMGKxNVIl/,https://www.facebook.com/share/p/s6B7WP6hMPSNY3Kg/,https://vidnova.org.ua/news#gallery-4,10.06.2024,14.06.2024,https://scontent.fdnk6-1.fna.fbcdn.net/v/t39.30808-6/448768219_17943611666818960_1297369317827634767_n.jpg?_nc_cat=110&ccb=1-7&_nc_sid=127cfc&_nc_ohc=IjrN0Xa8XMsQ7kNvgFFlhei&_nc_ht=scontent.fdnk6-1.fna&oh=00_AYAGXnMY97lbGomQaWlvcwd_yGKZXAFsZT_I4wWiY0NrdA&oe=66BA33C0,https://scontent.fdnk6-1.fna.fbcdn.net/v/t39.30808-6/448769801_17943611684818960_8682368812307147550_n.jpg?_nc_cat=110&ccb=1-7&_nc_sid=127cfc&_nc_ohc=dtox25VFklMQ7kNvgE3Mosg&_nc_ht=scontent.fdnk6-1.fna&oh=00_AYAIkXLorBYIbKL3-MjcDamfMytD3TpgZE28zSA59y_Bsw&oe=66BA2032,https://scontent.fdnk6-1.fna.fbcdn.net/v/t39.30808-6/448792438_17943611693818960_8524577092453721182_n.jpg?_nc_cat=110&ccb=1-7&_nc_sid=127cfc&_nc_ohc=bEAbava172AQ7kNvgG89Iiw&_nc_ht=scontent.fdnk6-1.fna&oh=00_AYAfuPJFDYyE8qoZU17SFdLHm8X9kG0d43PKdsiSxJwafg&oe=66BA2F96
